MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
FSNW|N|FIRST SECURITIES NORTHWEST, INC.|PORTLAND, OR|503-241-7750|N|Y|N|N
FSRP|P|J.P. Morgan Securities LLC|||Y|Y|Y|Y
FSRV|N|FISERV CORRESPONDENT SERVICES, INC.|||N|N|N|N
FSSG|N|First Southeastern Securities Group, Incorporated|TAMPA  FL|813-282-3497|N|N|N|N
FSSG|N|First Southeastern Securities Group, Incorporated|NASDAQ TRADING|800-299-3497|N|N|N|N
FSSL|P|Fortis Securities LLC|||N|N|N|N
FSTF|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FTBR|O|GOLDMAN SACHS CUSTODY SOLUTIONS|HERNDON, VA|703-245-4883|Y|Y|N|N
FTEN|N|First Tennessee Brokerage, Inc.|MEMPHIS, TN|901-537-2600|N|Y|N|N
FTII|P|FINANCIAL TELESIS INC|||N|Y|N|N
FTIS|P|Fortis Securities LLC|||N|N|N|N
FTIT|P|FLOW TRADERS U.S. INSTITUTIONAL TRADING LLC|||N|Y|N|N
FTLP|N|FIRST TRUST PORTFOLIOS L.P.|||N|Y|N|N
FTNE|M|FTN Equity Capital Markets Corp.|NEW YORK|800-880-7264|N|N|N|N
FTNE|M|FTN Equity Capital Markets Corp.|NASH OTCBB|866-344-4880|N|N|N|N
FTNE|M|FTN Equity Capital Markets Corp.||615-734-6050|N|N|N|N
FTSC|M|FTN Financial Securities Corp|NASDAQ TRADING|888-801-3477|N|Y|N|N
FTSC|M|FTN Financial Securities Corp|NASDAQ TRADING|615-734-6050|N|Y|N|N
FTWP|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FTXM|P|FTX CAPITAL MARKETS|||N|Y|N|N
FUBO|P|GRIFFINEST ASIA SECURITIES, LLC|||N|Y|N|N
FULC|P|FULCRUM CAPITAL MARKETS LLC|||N|Y|N|N
FUTA|P|Futu Clearing Inc|||N|Y|N|N
FUTC|P|FUTU CLEARING INC|||N|Y|N|N
FUTG|P|FUTU CLEARING INC|||N|Y|N|N
FUTI|P|MOOMOO FINANCIAL INC|||N|Y|N|N
FUTJ|P|FUTU CLEARING INC|||N|Y|N|N
FUTM|P|Futu Clearing Inc|||N|Y|N|N
FUTU|P|MOOMOO FINANCIAL INC.|||N|Y|N|N
FUTX|P|FUTU CLEARING INC|||N|Y|N|N
FWAI|P|First Western Advisors/ Limited Partnership|||N|Y|N|N
FWBL|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FWSI|N|FIRST WESTERN SECURITIES, INC.|NASDAQ TRADING|817-921-0175|N|Y|N|N
FWSI|N|FIRST WESTERN SECURITIES, INC.||817-921-9816|N|Y|N|N
FWSI|N|FIRST WESTERN SECURITIES, INC.|FORT WORTH, TEXAS|800-327-1279|N|Y|N|N
FWST|P|First Wall Street Corp.|||N|N|N|N
GABE|M|G.RESEARCH, INC.|RYE  NY|914-921-5153|N|Y|N|N
GABP|P|G.research, Inc|||N|Y|N|N
GAFI|P|OAKWOOD CAPITAL SECURITIES, INC.|||N|Y|N|N
GAGN|N|Gagnon Securities, LLC|||N|Y|N|N
GALF|P|Southwest Texas Capital, L.L.C|||N|N|N|N
GARB|P|ICAP Corporates LLC|JERSEY CITY, NJ|212-341-9944|Y|Y|N|N
GARB|P|ICAP Corporates LLC||212-815-9548|Y|Y|N|N
GARC|M|ICAP Corporates LLC|JERSEY CITY, NJ|212-341-9136|Y|Y|N|N
GARC|M|ICAP Corporates LLC||800-937-0087|Y|Y|N|N
GARE|P|ICAP CORPORATES LLC|||Y|Y|N|N
GARR|P|Garrett Nagle & Co., Inc.|||N|Y|N|N
GARW|P|Gar Wood Securities, LLC|Main Number|312-566-0740|N|Y|N|N
GARZ|P|ICAP CORPORATES LLC|||Y|Y|N|N
GASS|P|GLOBAL ALLIANCE SECURITIES, LLC|Trading Desk|212-878-6532|N|Y|N|N
GATE|P|Citigroup Global Markets Inc.|NEW YORK, NY|212-723-7169|Y|Y|Y|Y
GATE|P|Citigroup Global Markets Inc.|NASDAQ TRADING|800-223-7743|Y|Y|Y|Y
GATS|P|Gates Capital Corporation|||N|N|N|N
GAUS|P|The Gaussian Group, LLC|||N|N|N|N
GBIS|P|Guaranty Brokerage Services, Inc.|||N|N|N|N
GBMS|P|GBM International, Inc.|HOUSTON  TX|281-295-4500|Y|Y|N|N
GBMS|P|GBM International, Inc.|NASDAQ/OTCBB TRADING|281-295-4500|Y|Y|N|N
GBMT|P|GBM International, Inc.|||Y|Y|N|N
GBSC|O|Golden Beneficial Securities Corporation|||N|N|N|N
GCCG|P|Global Crown Capital, LLC|||N|N|N|N
GCCL|P|Global Crown Capital, LLC|||N|N|N|N
GCMI|P|Goldman Capital Management, Inc.|||N|N|N|N
GCMT|O|Gold Capital Management Inc.|||N|N|N|N
GCPL|P|PAR5 CAPITAL & CO LLC|||N|Y|N|N
GDMR|P|Pershinng LLC/Good Morning-Shinhan Securities|||N|Y|N|N
gdoc|M|DRW EXECUTION SERVICES, LLC|||Y|Y|Y|Y
GEAR|P|Geary Securities, Inc.|||N|N|N|N
GEBB|P|GLOBAL EXECUTION BROKERS, LP|||Y|N|Y|Y
GELB|P|Gelber Securities, LLC|CHICAGO, IL|312-427-7100|N|Y|N|N
GELP|P|RBC CAPITAL MARKETS, LLC|||Y|Y|Y|Y
GENS|N|GENERAL SECURITIES CORP|N. KANSAS CITY  MO|816-472-7170|N|Y|N|N
GERO|P|Gerbro Securities, Inc.|||N|N|N|N
GFGP|P|GRACE FINANCIAL GROUP LLC|||N|N|N|N
GFIG|P|GFI Securities LLC|NEW YORK, NY|N/A|Y|Y|N|N
GFIG|P|GFI Securities LLC|LATIN/ASIA|212-968-4171|Y|Y|N|N
GFIG|P|GFI Securities LLC|EURO/DOMESTIC|212-968-2726|Y|Y|N|N
GFIG|P|GFI Securities LLC|TOLL FREE|800-456-4341|Y|Y|N|N
GFIS|P|GFI Securities LLC|NEW YORK, NY|800-456-4341|Y|Y|N|N
GFIS|P|GFI Securities LLC||212-968-2726|Y|Y|N|N
GFLD|P|Southridge Investment Group LLC|||N|N|N|N
GFLO|P|VIRTU Americas LLC|||Y|Y|Y|Y
GFML|P|GRACE FINANCIAL GROUP LLC|||N|N|N|N
GFMS|P|GRACE FINANCIAL GROUP LLC|||N|N|N|N
GFRY|P|JUMP TRADING, LLC|||Y|N|Y|Y
GFSI|N|Global Financial Services, L.L.C.|NASDAQ TRADING|713-968-0400|Y|Y|N|N
GHCC|M|Gordon, Haskett Capital Corporation|NEW YORK NY|212-883-6893|N|Y|N|N
GHST|P|GHS Trading LLC|||N|N|N|N
GHYL|N|Greenwich High Yield LLC|||N|N|N|N
GIBR|N|Gibraltar Securities Co.|||N|N|N|N
GILG|M|Gilder Gagnon Howe & Co. LLC|NEW YORK, NY|212-765-2508|Y|Y|N|N
GISI|P|Greentree Investment Services, INC.|||N|N|N|N
GISJ|P|INSIGNEO SECURITIES, LLC|||N|Y|N|N
GJSS|N|GREGORY J. SCHWARTZ & CO., INC.|||N|Y|N|N
GLAD|P|GLADSTONE SECURITIES, LLC|||N|Y|N|N
GLBA|M|Electronic Access Direct, Inc.|TRADING DESK|561-981-8380|N|N|N|N
GLBT|M|GLB Trading, Inc.|TRADING DESK|949-955-9470|N|N|N|N
GLBY|P|Gelber Securities, LLC|||N|Y|N|N
GLBZ|N|Online Brokerage Services, Inc.|||N|N|N|N
GLED|P|GLENDALE SECURITIES, INC.|||Y|Y|N|N
GLEN|M|Glendale Securities, Inc.||818-804-4650|Y|Y|N|N
GLGB|N|Gerson Lehrman Group Brokerage Services LLC|||N|N|N|N
GLII|P|TD SECURITIES INC./ CDS|||N|N|N|N
GLIP|P|TD Securities Inc.|||N|N|N|N
GLIR|P|TD Securities Inc.|||N|N|N|N
GLIS|M|TD Securities Inc|ONTARIO, CANADA|416-307-7638|N|N|N|N
GLLL|P|GILL CAPITAL PARTNERS, LLC|||N|Y|N|N
GLPX|P|ACS EXECUTION SERVICES, LLC|Red Bank, NJ|(872) 205-0187|Y|Y|Y|N
GLSC|N|Globalnetsecurities Corp.|||N|N|N|N
GLWD|P|Glenwood Securities, Inc.|||N|N|N|N
GLYN|P|J.A. Glynn & Co.|ST. LOUIS, MO|314-997-1277|N|Y|N|N
GMAN|P|Guzman & Company|MIAMI, FL|800-429-9804|Y|Y|N|N
GMAX|P|Global Maxfin Capital Inc. / CDS|||N|N|N|N
GMSE|P|GAMMA SECURITIES, LLC|||N|Y|N|N
GMSG|P|GMS GROUP|LIVINGSTON, NJ|973-535-5000|Y|Y|N|N
GNAV|P|GREEN STREET TRADING, LLC|Trading Desk|214-880-0028|N|N|N|N
GNCF|P|Golden Capital Securities, Ltd./CDS|||N|N|N|N
GNDS|O|Genesis Securities, LLC|||N|N|N|N
GNDT|O|Genesis Securities, LLC|||N|N|N|N
GNIT|P|Bancnorth Investment Group, Inc.|||N|N|N|N
GNLN|M|Gunnallen Financial, Inc.|TAMPA,  FL|813-600-1420|N|N|N|N
GNLN|M|Gunnallen Financial, Inc.|DENVER, CO|720-344-5025|N|N|N|N
GNLR|P|Gunnallen Financial, Inc|||N|N|N|N
GNSL|P|Golden Capital Securities Ltd./CDS|||N|N|N|N
GOBE|P|Golden Beneficial Securities Corporation|||N|N|N|N
GOHS|N|Goldsmith & Harris Incorporated|||N|N|N|N
GOLF|P|Essex & York, Inc.|TRADING DESK|513-924-0990|N|N|N|N
GONE|P|GROUP ONE TRADING, LP|||N|N|N|N
GOOD|P|GOODFILL USA, LLC|||N|Y|N|N
GORD|N|Gordon & Co.|NEWTON,  MA|617-924-7997|N|N|N|N
GOTO|P|Citigroup Global Markets Inc.|Trading Desk|877-750-3569|Y|Y|Y|Y
GPCA|P|GREAT POINT CAPITAL LLC|||N|Y|N|N
GPCE|P|Great Point Capital LLC|||N|Y|N|N
GPCG|P|WILSON PARKER CONNALLY STEPHENSON INC|FORT WORTH, TX|(817)922-8000|N|Y|N|N
GPCQ|P|GREAT POINT CAPITAL LLC|||N|Y|N|N
GPCS|P|GLACIER POINT CAPITAL LLC|||N|Y|N|N
GPCW|P|GREAT POINT CAPITAL LLC|||N|Y|N|N
GPNI|P|GP NURMENKARI INC.|||N|Y|N|N
GPSI|P|GLOBAL PACIFIC SECURITIES US, INC.|||N|Y|N|N
GPSS|P|Great Pacific Securities|IRVINE, CA|714-863-9500|N|Y|N|N
GPTG|P|SMITH CAPITAL MARKETS, LLC|TRADING|203-485-4800|N|Y|N|N
GRAD|P|Gradient Securities, LLC|||N|Y|N|N
GRBD|P|GREENBIRD CAPITAL, LLC|||N|Y|N|N
GRCP|P|Fifth Street Capital, LLC|||N|N|N|N
GRDK|P|GENESIS GLOBAL TRADING, INC|||N|Y|N|N
GREA|O|Great Eastern Securities, Inc.||516 484 5111|N|N|N|N
GREB|P|Great Eastern Securities, Inc.|||N|N|N|N
GREY|M|Salomon Grey Financial Corporation|TRADING DESK|972-934-7043|N|N|N|N
GRFC|N|GRF Capital Investors, Inc.|||N|Y|N|N
GRFN|M|GRIFFIN FINANCIAL GROUP, LLC|Sell-Side Trader|757-955-8444|Y|Y|N|N
GRFN|M|GRIFFIN FINANCIAL GROUP, LLC|Griffin Financial Group LLC|Fax:  610-371-7740|Y|Y|N|N
GRIG|P|Grigsby & Associates, Inc.|||N|N|N|N
GRIL|M|Global Resource Investments, Ltd.|CARLSBAD, CA|888-848-7828|N|Y|N|N
GRIL|M|Global Resource Investments, Ltd.||619-943-3939|N|Y|N|N
GRIL|M|Global Resource Investments, Ltd.|FAX NUMBER|619-943-3938|N|Y|N|N
GRIN|P|Sandgrain Securities, Inc.|||N|N|N|N
GRLN|N|David J. Greene and Company,  LLC|NEW YORK, NY|212-371-4200|N|N|N|N
GRNB|M|Agile Securities, Inc|||N|N|N|N
GRND|P|Grand Capital Corp.|||N|N|N|N
GRNL|N|Grenel & Co., LLC|NEW YORK, NY|(212)644-1084|N|N|N|N
GROW|M|Pacific Growth Equities, LLC|SAN FRANCISCO  CA|415-274-6811|N|N|N|N
GROW|M|Pacific Growth Equities, LLC|NASDAQ/OTCBB TRADING|800-828-4779|N|N|N|N
GRPS|P|MML INVESTORS SERVICES, LLC|||N|Y|N|N
GRSI|N|Glen Rauch Securities, Inc.|NEW YORK, NY|212-363-9760|N|N|N|N
GRST|M|Garden State Securities, Inc.|LISTED|732-280-6886|N|Y|N|N
GRST|M|Garden State Securities, Inc.|NASDAQ|732-280-6886|N|Y|N|N
GRST|M|Garden State Securities, Inc.|WALL, NEW JERSEY|732-280-6886|N|Y|N|N
GRST|M|Garden State Securities, Inc.||877-477-7862|N|Y|N|N
GRST|M|Garden State Securities, Inc.||877-477-8762|N|Y|N|N
GRWD|P|GAR WOOD SECURITIES, LLC|||N|Y|N|N
GSAA|P|Goldman Sachs Execution & Clearing, L.P.|||N|N|N|N
GSBI|P|Global Brokerage Services, Inc.|||N|Y|N|N
GSCO|M|GOLDMAN SACHS & CO. LLC|NEW YORK, NY|212-902-8585|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|JAPANESE SHARES|212-902-0899|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|ASIAN SHARES|212-902-8677|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|CANADIAN SHARES|212-902-3801|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|EUROPEAN SHARES|212-902-1115|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|LATIN AMER SHARES|212-902-8505|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|UK SHARES|212-902-1232|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|ARBITRAGE|212-902-8525|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|CONVERTIBLES|212-902-8535|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|PREFERRED TRADING|212-902-8390|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|OTCBB|212-357-4402|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|WEST DESK|212-422-2400|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|WEST DESK|800-526-3164|Y|Y|Y|Y
GSCO|M|GOLDMAN SACHS & CO. LLC|NEW YORK, NY|212-902-1000|Y|Y|Y|Y
GSCS|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSDA|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSEC|P|Griffin Securities, Inc.|||N|Y|N|N
GSFF|P|Goldman Sachs Execution & Clearing, L.P.|||N|N|N|N
GSFS|P|GLOBAL SHARES FINANCIAL SERVICES INC.|||N|Y|N|N
GSGS|P|Goldman Sachs Execution & Clearing, L.P.|||N|N|N|N
GSIC|P|GLOBAL STRATEGIC INVESTMENTS|||N|Y|N|N
GSLT|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSLZ|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSMM|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSQQ|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSRR|P|Goldman Sachs Execution & Clearing, L.P.|||N|N|N|N
GSSC|P|Georgeson Securities Corporation|||N|Y|N|N
GSSI|P|GARDEN STATE SECURITIES, INC.|||N|Y|N|N
GSTS|N|B.C. Ziegler and Company|||N|Y|N|N
GSUU|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSVV|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSWW|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSXX|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GSYY|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
GTEX|M|GTS EXECUTION SERVICES LLC|||N|Y|N|N
GTNA|P|GTN AMERICAS FINANCIAL SERVICES,INC.|||N|Y|N|N
GTRN|N|Gorian Investment Group, Inc.|NASDAQ TRADING|909-888-7551|N|Y|N|N
GTSB|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSD|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSL|N|Golden Triangle Securities LLC|||N|N|N|N
GTSM|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSW|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSX|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSY|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSZ|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTTX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
GTUS|P|GATE US LLC|||N|N|N|N
GTWO|P|FPCG, LLC|||N|Y|N|N
GUGG|P|GUGGENHEIM INVESTOR SERVICES, LLC|||N|Y|N|N
GUGI|P|Claymore Securities, Inc.|||N|Y|N|N
GUGS|P|Guggenheim Securities, LLC|||Y|Y|N|N
GUZM|P|Guzman & Company|MIAMI  FL|305-374-5673|Y|Y|N|N
GUZM|P|Guzman & Company|NASDAQ/OTCBB TRADING|800-642-7638|Y|Y|N|N
GVLD|P|THE GRISWOLD COMPANY, INCORPORATED|||N|N|N|N
GVRN|N|G.V.R. Company/Special Account|||N|N|N|N
GWDS|P|Gar Wood Securities, LLC|||N|Y|N|N
GWJP|P|EMPOWER FINANCIAL SERVICES,INC.|||N|Y|N|N
GWLP|P|Grant Williams L.P.|||N|Y|N|N
GXSM|P|GX2 SPREAD MARKETS, LLC|||N|Y|N|N
GZML|P|Guzman & Company|||Y|Y|N|N
HABB|P|Haberman Bros.|||N|N|N|N
HACA|P|Harvest Capital LLC|||N|N|N|N
HALA|P|HALIFAX AMERICA LLC|||N|Y|N|N
HALP|P|Halpern Capital, Inc.|||N|N|N|N
HAME|P|HAMILTON EXECUTIONS L.L.C.|||N|N|N|N
HANK|P|HANCOCK WHITNEY INVESTMENT SERVICES INC.|||N|Y|N|N
HANS|P|Hanmi Asset Securities, Inc.|||N|N|N|N
HAPX|P|HAP Trading, LLC|||Y|N|N|N
HARC|P|HARLEY CAPITAL LLC|||N|Y|N|N
HARS|P|Harvestons Securities, Inc.|||N|Y|N|N
HASF|P|Haywood Securities Inc./CDS|VANCOUVER, B.C.|604-643-1100|N|N|N|N
HASK|N|Hamershlag, Dodeles, & Co., LLC|NEW YORK  NY|212-782-0220|N|N|N|N
HAUR|P|J. B. Hanauer & Co.|PARSIPPANY, NJ|201-533-9000|N|N|N|N
HAVK|P|HAVKIT CORPORATION|||N|Y|N|N
HAYV|P|Haywood Securities (USA) Inc.|||N|Y|N|N
HAZL|N|HAZLETT, BURT & WATSON, INC.|||N|Y|N|N
HBAN|P|HUNTINGTON CAPITAL CORP.|||N|N|N|N
HBCA|P|HOLD BROTHERS CAPITAL LLC|||N|Y|N|N
HBCK|N|H. Beck, Inc.|||N|Y|N|N
HBCL|P|HOLD BROTHERS CAPITAL LLC|||N|Y|N|N
HBCO|P|Global Investor Services, L.C.|||N|Y|N|N
HBIF|P|DRW Securities, LLC|||Y|N|Y|Y
HBIS|P|HONEY BADGER INVESTMENT SECURITIES, LLC|||N|Y|N|N
HBIW|P|DRW Securities, LLC|||Y|N|Y|Y
HBKI|N|HBK Finance L.P.|||N|N|N|N
HBRT|O|Electronic Access Direct, Inc.|||N|N|N|N
HBUS|P|HOLISTIC BROKERAGE,LLC|||N|Y|N|N
HCAP|M|Hermitage Capital Corporation|NASHVILLE  TN|615-385-2385|N|N|N|N
HCAP|M|Hermitage Capital Corporation|NASHVILLE  TN|800-624-6534|N|N|N|N
HCAP|M|Hermitage Capital Corporation|NEW YORK,N.Y.|212-832-3466|N|N|N|N
HCAP|M|Hermitage Capital Corporation||800-755-2106|N|N|N|N
HCAT|P|Hunter Capital Markets, LLC|||N|N|N|N
HCBD|P|HALCYON CABOT PARTNERS, LTD.|||N|N|N|N
HCBR|P|HCFP Brenner Securities, LLC|NEW YORK, NY|212-707-0405|N|N|N|N
HCBR|P|HCFP Brenner Securities, LLC||800-326-2736|N|N|N|N
HCFN|M|HFC Capital Corp.|||N|N|N|N
HCGC|P|FALCON SQUARE CAPITAL, LLC|||N|Y|N|N
HCMX|P|HOOPOE CAPITAL MARKETS, LLC|||N|Y|N|N
HCTA|P|PEAK6 CAPITAL MANAGEMENT LLC|||Y|N|N|N
HCTB|P|PEAK6 CAPITAL MANAGEMENT LLC|||Y|N|N|N
HCWW|P|H.C. WAINWRIGHT & CO., INC.|||Y|Y|N|N
HDLY|M|J.J.B. Hilliard, W.L. Lyons, Inc.|LOUISVILLE, KY|502-588-8420|N|N|N|N
HDLY|M|J.J.B. Hilliard, W.L. Lyons, Inc.|LOUISVILLE, KY|800-627-3557|N|N|N|N
HDSI|P|RODMAN & RENSHAW, LLC||201-216-0100|N|N|N|N
HDSI|P|RODMAN & RENSHAW, LLC|TRADING DESK|201-216-9100|N|N|N|N
HDSM|P|RODMAN & RENSHAW, LLC|||N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|JERSEY CITY, NJ|201-216-9100|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|JERSEY CITY, NJ|800-624-0050|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|JERSEY CITY, NJ|212-227-7733|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|INSTITUTIONAL SALES|800-419-9187|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC||201-216-0375|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|COLORADO|888-576-1828|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|BOCA RATON, FL|800-898-2777|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|INTERNATIONAL|888-306-1998|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC||561-361-0951|N|N|N|N
HDSN|M|RODMAN & RENSHAW, LLC|CANADIAN ARB|201-216-1475|N|N|N|N
HDSW|P|RODMAN & RENSHAW, LLC|||N|N|N|N
HDSX|P|RODMAN & RENSHAW, LLC|||N|N|N|N
HECO|P|HEDGECO SECURITIES, LLC|||N|Y|N|N
HEFL|P|Heflin & Co., L.L.C.|LOS ANGELES, CA|310-229-9705|N|N|N|N
HEFR|O|Hefren-Tillotson, Inc.|PITTSBURGH  PA|412-471-5430|N|N|N|N
HEIK|P|PEP ADVISORY LLC|||N|Y|N|N
HENG|P|Stonehenge Securities, Inc.|||N|N|N|N
HENN|N|Carl M. Hennig, Inc.|||N|Y|N|N
HERF|N|Thomas J. Herzfeld & Co., Incorporated|MIAMI, FL|305-271-1900|N|N|N|N
HFCO|P|Hilliard Farber & Co., Inc.|||N|Y|N|N
HFIS|N|Hfi Securities, Inc.|||N|N|N|N
HFSC|P|Hilliard Farber Securities Corp.|||N|N|N|N
HGCO|P|HEDGECO SECURITIES, LLC|||N|Y|N|N
HIAI|N|Heartland Investment Associates, Inc.|||N|N|N|N
HIGG|P|HIGGINS CAPITAL MANAGEMENT, INC.|||N|Y|N|N
HILF|M|Hill Thompson Magid & Co., Inc.||201-369-2902|N|N|N|N
HILF|M|Hill Thompson Magid & Co., Inc.||800-879-9842|N|N|N|N
HILL|M|Hill Thompson Magid and Co., Inc.|JERSEY CITY, NJ|201-434-8100|N|N|N|N
HILL|M|Hill Thompson Magid and Co., Inc.|JERSEY CITY, NJ|212-233-2200|N|N|N|N
HILL|M|Hill Thompson Magid and Co., Inc.|NASDAQ TRADING|800-631-3083|N|N|N|N
HILL|M|Hill Thompson Magid and Co., Inc.|ADR TRADING|800-879-9842|N|N|N|N
HILL|M|Hill Thompson Magid and Co., Inc.|CANADIAN EQUITIES|866-235-7016|N|N|N|N
HILL|M|Hill Thompson Magid and Co., Inc.|BANK STOCKS|866-291-6316|N|N|N|N
HILL|M|Hill Thompson Magid and Co., Inc.|PREFERRED/CONVERTS|201-433-9544|N|N|N|N
HITE|P|Whitestone Securities Inc.|||N|N|N|N
HITS|P|Height Securities, LLC|Trade Desk|202-629-0015|Y|Y|N|N
HIVE|P|Hivetrader, LLC|||N|N|N|N
HLBI|N|Belmont Securities, Inc.|DALLAS, TX|214-559-3800|N|N|N|N
HLHC|P|J.J.B. Hilliard, W.L. Lyons, Inc.|||N|N|N|N
HLIQ|N|Hull Transaction Services, L.L.C.|||N|N|N|N
HLLC|N|Hollencrest Capital Management|||N|N|N|N
HLMS|P|HLM Securities, Inc.|||N|N|N|N
HMPB|O|H. M. Payson & Co.|NASDAQ TRADING|207-772-3761|N|N|N|N
HMPT|N|Hampton Securities (USA), Inc.|||N|N|N|N
HMRK|P|Hallmark Investments, Inc.|||N|N|N|N
HNTR|N|Hunter Associates, Inc.|||N|Y|N|N
HOCO|N|Holt & Collins|||N|N|N|N
HOLD|O|Hold Brothers On-Line Investment Services L.L.C.||201-499-8929|N|N|N|N
HOME|P|Vestpoint Securities, Inc.|||N|N|N|N
HONR|P|ROBERTS & RYAN INVESTMENTS INC.|||N|Y|N|N
HOOD|P|ROBINHOOD FINANCIAL, LLC|||Y|Y|N|N
HOPK|P|SILVER OAK SECURITIES, INCORPORATED|||N|Y|N|N
HORW|P|INSIGHT SECURITIES, INC.|||N|Y|N|N
HOVD|P|HOVDE GROUP, LLC|||Y|Y|N|N
HOWL|N|A. M. Howells & Company, Inc.|NASDAQ TRADING|510-339-0151|N|N|N|N
HPOL|N|HERNDON PLANT OAKLEY, LTD.|NASDAQ TRADING|512-888-7611|N|Y|N|N
HPSR|P|Hewlett Point Securities, LLC|||N|Y|N|N
HPWD|P|Piper Sandler & Co.|||Y|Y|N|N
HRBF|O|American Enterprise Investment Services Inc.|DETROIT MI|313-964-0616|N|Y|N|N
HRBF|O|American Enterprise Investment Services Inc.|NASDAQ TRADING|800-426-9966|N|Y|N|N
HRBF|O|American Enterprise Investment Services Inc.|PREFERRED|800-684-1900|N|Y|N|N
HRBF|O|American Enterprise Investment Services Inc.|INSTITUIONAL|800-535-6533|N|Y|N|N
HRBF|O|American Enterprise Investment Services Inc.|V-CONVERTIBLES|313-964-2091|N|Y|N|N
HRBF|O|American Enterprise Investment Services Inc.|FIXED INCOME|313-964-2091|N|Y|N|N
HRBF|O|American Enterprise Investment Services Inc.|LISTED TRADING|800-684-1900|N|Y|N|N
HRFS|P|HALL & ROMKEMA FINANCIAL SERVICES, LLC|||N|Y|N|N
HRGR|N|HARGER AND COMPANY, INC.|||N|Y|N|N
HRTF|M|HRT FINANCIAL LP|||Y|Y|Y|Y
HRTS|P|Argosy Capital Securities, Inc.|||N|N|N|N
HRTX|P|HRT EXECUTION SERVICES LLC|||N|Y|N|N
HSAC|P|KBFG SECURITIES AMERICA INC.|Main Line|212-265-2333|N|Y|N|N
HSAI|P|Independent Financial Group, LLC|||N|Y|N|N
HSBC|M|HSBC Securities, Inc.|TRADING|212-525-0140|Y|Y|Y|N
HSBK|P|HSBC Securities (USA) Incorporated|||Y|Y|Y|N
HSCO|N|Hawthorne Securities Corporation|BOSTON, MA|617-742-4585|N|N|N|N
HSCO|N|Hawthorne Securities Corporation|BOSTON, MA|800-225-6148|N|N|N|N
HSRP|N|Hattier, Sanford & Reynoir, A Limited Partnership, L.L.P.||504-582-1144|N|N|N|N
HTDT|P|HARTFIELD, TITUS & DONNELLY, LLC|||N|Y|N|N
HTDX|P|HARTFIELD, TITUS & DONNELLY, LLC|||N|Y|N|N
HTFS|P|HUNT FINANCIAL SECURITIES, LLC|||N|Y|N|N
HTIS|P|HAITONG INTERNATIONAL SECURITIES (USA) INC.|NEW YORK, NY|212-351-6008|Y|Y|N|N
